ID,District,Season,Year,Crop,AvgAirTemp,MinAirTemp,MaxAirTemp,AvgTempSkew,AvgTempKurt,AvgRelHum,AvgRelHumSkew,AvgRelHumKurt,AvgDewPt,AvgDewPtSkew,AvgDewPtKurt,AvgPrec,AvgPrecSkew,AvgPrecKurt,AvgWind,Yield
455,Hisar,Rabi,2005,Rapeseed & mustard,30.13806452,11.3,45.0,-0.157121809,-0.750193584,48.23354839,0.319082001,-1.062393986,16.68193548,-0.671936138,-0.412657216,2.568387097,3.796404514,-0.412657216,2.23483871,0.8
456,Ahmedabad,Kharif,1998,Moth,28.75751634,15.4,43.2,1.268928698,1.9095280819999998,70.44052288,-1.129249926,0.316944868,22.31830065,-2.4633715069999997,7.2303751620000005,5.920915032999999,3.038831362,7.2303751620000005,3.02875817,0.333333333
457,Banswara,Whole year,1999,Sugarcane,28.08164384,13.6,43.7,0.44951492600000004,-0.50533035,39.75945205,0.803831746,-0.47159249299999995,11.23835616,0.032596587999999996,-1.1363976690000002,,,-1.1363976690000002,3.304383562,41.75
458,Bhagalpur,Rabi,2000,Rapeseed & mustard,12.72794521,-7.3,34.9,-0.194471019,-1.190278044,55.85534247,-0.048152165999999996,-0.94320761,3.284657534,0.39705339799999995,-0.889444149,,,-0.889444149,2.633424658,0.84
459,Coimbatore,Kharif,2003,Arhar/tur,25.13947368,18.5,36.1,0.99693563,0.895685005,75.64539474,-0.936873815,0.315998848,20.45,-1.0494766340000001,1.188922236,7.470394737,2.675233227,8.160320665,4.253947368,0.61
460,Gulberga,Whole year,2009,Sugarcane,27.00136986,12.4,47.8,0.7497679559999999,-0.26318385899999996,56.95205479,-0.402027869,-1.034475867,16.38219178,-0.774281283,-0.16830417,,,-0.16830417,4.167123288,63.65
461,Ahmedabad,Rabi,1997,Rapeseed & mustard,23.4220339,11.1,37.5,0.606618091,0.764189234,30.37288136,1.6596601869999998,6.428913552000001,4.493220339,-0.22528694,0.294632601,0.145762712,7.469648758,0.294632601,2.208474576,1.044444444
462,Dharwad,Kharif,2012,Small millets,25.19444444,20.7,38.2,0.592967221,-0.344289435,78.54,-1.314087902,1.28725878,21.14666667,-1.682284572,4.384438437,,,,5.126666667,0.65
463,Coimbatore,Whole year,1997,Bajra,25.66126374,14.4,37.7,0.347260931,0.17198915399999998,66.48214286,-0.547104348,-0.6831929090000001,18.58736264,-1.294170794,1.307984407,5.085714286,2.195893884,4.533216811,3.428571429,1.76
464,Hisar,Rabi,2009,Wheat,31.50387097,11.0,49.3,0.473135484,-0.64255982,47.78580645,0.016270935,-1.3213493840000001,17.15870968,-1.067089493,0.18996661899999998,,,0.18996661899999998,2.896774194,4.13
465,Hisar,Rabi,2009,Gram,31.50387097,11.0,49.3,0.473135484,-0.64255982,47.78580645,0.016270935,-1.3213493840000001,17.15870968,-1.067089493,0.18996661899999998,,,0.18996661899999998,2.896774194,0.66
466,Banglore,Kharif,2005,Moong,25.67777778,18.5,35.0,0.354929848,-0.6522950989999999,71.82777778,-0.979715769,0.919261694,19.99351852,-2.023238885,5.063679571000001,9.423148148,2.272195275,5.02977903,4.221296296,0.24
467,Indore,Rabi,2010,Peas,15.85666667,5.7,28.3,0.066092445,-0.984898168,51.76333333,-0.118780125,0.537855629,5.713333333,0.7079830890000001,1.061800531,,,,2.476666667,0.29
468,Bhagalpur,Kharif,2007,Sesamum,20.47560976,9.2,34.5,0.471346095,-0.134483739,63.02520325,-0.656507185,-0.674075,12.21382114,-1.045690461,0.809143085,,,0.809143085,2.276422764,0.83
469,Jalna,Kharif,2000,Sunflower,25.4826087,16.6,35.0,0.686813103,0.24114951399999998,73.58478261,-0.365366486,-1.1346972359999998,20.26086957,-0.23522155600000003,-0.886378963,7.744565217000001,3.055690564,11.22299383,4.109782609,0.47
470,Ahmedabad,Kharif,2003,Castor seed,27.93856209,15.7,40.8,0.9251906120000001,0.46843171100000003,70.41895425,-1.107739958,-0.32848889800000003,20.9875817,-1.582831682,1.160948694,5.512418301,4.31008321,1.160948694,3.087581699,1.064846416
471,Banglore,Kharif,2000,Arhar/tur,25.79074074,16.6,36.0,0.866731557,0.63886799,71.14351852,-0.529126636,-0.49270715600000003,19.903703699999998,-0.919075027,1.170749518,6.8611111110000005,3.348072237,13.59683066,3.75,0.72
472,Ahmedabad,Rabi,2002,Jowar,25.13443709,11.8,38.3,-0.129119172,-0.6717667979999999,35.99006623,2.0072472059999997,3.6994648289999996,8.171523179,0.8350248440000001,0.540427286,0.239072848,6.183039164,0.540427286,2.074172185,0.5
473,Coimbatore,Whole year,1999,Sweet potato,25.28763736,14.6,37.4,0.719548552,0.49551814899999996,63.48104396,-0.555743627,-0.499313121,17.45384615,-1.050582634,0.282854214,4.432417582,2.980905682,10.0232852,3.83489011,12.0
474,Banswara,Kharif,2003,Rice,26.55121951,19.3,36.5,0.730351808,-0.058418842,77.20406504,-1.009420754,0.327088873,22.05365854,-1.185431948,2.561315095,,,2.561315095,3.267479675,0.83
475,Banswara,Whole year,2004,Coriander,26.97561644,14.8,42.8,0.776142825,0.41065609799999997,50.76739726,0.31626911,-1.336685669,14.17287671,-0.252048271,-1.13886277,,,-1.13886277,3.0616438360000005,1.0
476,Dharwad,Kharif,2000,Ragi,25.01222222,19.2,39.7,1.485647613,1.358368075,74.91111111,-1.259815651,0.550318592,19.91555556,-1.594277208,1.85953609,6.954444444,10.48672863,3.2039497619999997,4.544444444,1.21
477,Banswara,Rabi,2005,Rapeseed & mustard,21.93225806,10.5,31.6,-1.183416488,1.29592093,42.52580645,0.569096492,0.028177415,7.793548387,-0.11497618,-0.040634391,,,-0.040634391,2.8806451610000003,0.85
478,Hisar,Kharif,2006,Horse-gram,28.94516129,6.4,41.9,-0.237908932,-0.035743283,58.27741935,-0.231359145,-0.8508658159999999,19.25419355,-0.569329808,-0.829687651,2.016129032,4.213484181,-0.829687651,2.085806452,0.8
479,Jalna,Kharif,2011,Soyabean,25.03586957,20.5,35.8,0.8600197470000001,0.89903342,80.50869565,-1.07590961,1.188269778,21.45978261,-0.640254432,0.519071736,,,,5.9663043479999995,1.49
480,Gulberga,Whole year,2006,Ginger,26.94547945,13.3,41.6,0.596871652,-0.209309887,54.55315068,-0.065856169,-0.968581832,15.95863014,-0.887963163,0.296188552,2.8619178080000003,7.852330161,0.296188552,3.338356164,13.0
481,Gulberga,Kharif,2007,Rice,26.40731707,36.0,15.1,0.37700938700000003,-0.285488936,72.14796748,-0.241649275,-0.8077102970000001,20.88292683,-0.48851375399999997,-0.305563504,8.008130081000001,2.347137405,-0.305563504,4.139837398,2.71
482,Jalna,Rabi,2011,Wheat,25.42356021,10.2,45.2,0.40185306,-0.250782756,55.46823735,-0.380406001,-1.099642891,14.12565445,-0.810543073,-0.21283298899999997,,,,3.662303665,1.4
483,Ahmedabad,Kharif,2005,Maize,29.03660131,21.4,40.2,0.38775255,-0.232325057,64.1254902,-0.419367681,-1.170781157,20.65947712,-1.337119937,1.20230288,7.939869281,3.999840663,1.20230288,3.2686274510000004,1.5
484,Jalna,Rabi,1999,Sunflower,25.62897033,11.2,43.2,0.6904702429999999,-0.20171479899999997,49.33507853,0.473290703,-1.138681485,12.53019197,0.174034235,-1.3716998880000002,2.371727749,5.063606858,29.55035182,2.953926702,0.67
485,Coimbatore,Kharif,2002,Rice,25.39210526,18.4,34.7,0.6835926059999999,0.134898243,73.71447368,-0.915266855,0.26424256,20.25986842,-1.613848505,3.1778695439999995,6.218421052999999,1.9868849780000002,3.363653713,4.234868421,3.37
486,Jalna,Kharif,2010,Urad,25.20333333,21.2,32.6,-0.048435238,0.037618982,81.125,-0.415442252,-0.566503497,21.755,0.196127799,-0.724397545,,,,5.943333332999999,0.66
487,Jalna,Kharif,2000,Groundnut,25.4826087,16.6,35.0,0.686813103,0.24114951399999998,73.58478261,-0.365366486,-1.1346972359999998,20.26086957,-0.23522155600000003,-0.886378963,7.744565217000001,3.055690564,11.22299383,4.109782609,0.5
488,Dharwad,Kharif,2012,Moong,26.39888889,20.7,42.6,0.136845221,-1.360877611,67.36555556,-0.306218516,-1.2371049859999999,19.48111111,-1.250844427,0.83773704,,,,5.298888889,0.2
489,Gulberga,Whole year,2011,Coriander,26.09837398,38.3,20.3,0.538094167,-0.230734857,74.50487805,-0.41741735700000004,-0.612204055,21.19430894,-0.720334958,0.060830445999999996,,,0.060830445999999996,6.360162602000001,0.4
490,Coimbatore,Kharif,2002,Sesamum,25.39210526,18.4,34.7,0.6835926059999999,0.134898243,73.71447368,-0.915266855,0.26424256,20.25986842,-1.613848505,3.1778695439999995,6.218421052999999,1.9868849780000002,3.363653713,4.234868421,0.34
491,Jalna,Kharif,2000,Bajra,25.4826087,16.6,35.0,0.686813103,0.24114951399999998,73.58478261,-0.365366486,-1.1346972359999998,20.26086957,-0.23522155600000003,-0.886378963,7.744565217000001,3.055690564,11.22299383,4.109782609,0.82
492,Ahmedabad,Kharif,2005,Jowar,29.03660131,21.4,40.2,0.38775255,-0.232325057,64.1254902,-0.419367681,-1.170781157,20.65947712,-1.337119937,1.20230288,7.939869281,3.999840663,1.20230288,3.2686274510000004,1.265625
493,Banglore,Whole year,2005,Banana,27.14697802,22.9,30.8,-0.333331731,-0.493111295,73.14697802,-0.666041431,0.13003107,21.92005495,-0.8832458759999999,0.402674123,2.8964285710000004,3.815555585,15.08080406,5.796428571,14.14
494,Tonk,Kharif,2000,Niger seed,29.41138211,20.4,43.7,0.7121643540000001,-0.08800941400000001,59.3,-0.21078797,-1.260130217,19.49756098,-0.701802082,-0.078081818,,,-0.078081818,3.16504065,0.22
495,Hisar,Kharif,2012,Groundnut,,7.0,51.1,,,,,,,,,,,,,1.2
496,Hisar,Kharif,2001,Bajra,27.22129032,4.8,38.9,-0.724061217,0.44066548200000005,67.52387097,-0.858345015,-0.747913411,19.91935484,-1.2338757679999999,0.308861272,2.879354839,4.09864646,0.308861272,1.7890322580000002,1.51
497,Ahmedabad,Kharif,2010,Cotton,29.3,15.0,45.7,1.893076445,4.226786553999999,72.30522876,-0.7258764409999999,-0.23603263600000002,23.63921569,-1.383345389,1.454203648,,,1.454203648,4.058169935,2.829827916
498,Gulberga,Rabi,1998,Potato,24.51983471,12.3,35.2,-0.02684973,-0.613390961,51.09421488,0.78865813,0.006026126999999999,13.37355372,-0.300217445,-1.0304259340000002,1.8595041319999999,4.180401985,-1.0304259340000002,2.6082644630000003,19.5
499,Hisar,Kharif,2007,Bajra,28.25612903,6.9,44.9,0.13771381,-0.303507987,59.72967742,-0.444718424,-1.07724365,18.65483871,-1.2890299729999999,0.288309834,2.523225806,3.407288157,0.288309834,2.007741935,2.32
500,Jalna,Kharif,2008,Moong,24.88478261,18.3,34.5,0.14470054699999998,-0.6853380609999999,77.34239129999999,0.024157228,-0.852443733,20.66630435,-0.329858873,0.528604586,8.816304348,2.004993561,3.821494463,5.57826087,0.11
501,Gulberga,Summer,2001,Jowar,30.99180328,13.1,43.1,0.159525921,-0.5811347370000001,30.43770492,1.257769704,1.374057974,10.855737699999999,0.224076582,-0.770416984,0.176229508,6.677252226,-0.770416984,3.0434426230000002,1.96
502,Gulberga,Rabi,2009,Maize,23.37438017,12.4,36.8,-0.16264044,0.168187668,63.28347107,0.20371662199999999,-0.33570878200000004,15.78760331,-0.229797385,-0.038660452000000005,,,-0.038660452000000005,2.862809917,1.76
503,Banglore,Rabi,2010,Groundnut,25.49354276,10.2,47.1,0.596526801,-0.155079611,58.20471204,-0.350648505,-1.084945216,15.26893543,-0.418791698,-0.892437613,,,,3.6165794069999997,0.88
504,Banswara,Rabi,2008,Gram,24.70879121,13.8,36.5,-0.05313201,-0.825532857,34.0021978,2.363003169,4.976209358999999,6.976923077,1.162183415,1.292361174,,,1.292361174,2.074725275,0.75
505,Jalna,Kharif,2002,Other kharif pulses,24.2326087,16.4,33.3,0.45998681799999996,0.064124924,81.49347826,-1.1024416320000001,0.8900686790000001,20.82608696,-1.276255773,2.485519548,6.331521738999999,3.514111222,14.58812049,4.05326087,0.17
506,Bhagalpur,Rabi,2007,Linseed,13.21205479,-8.5,34.5,-0.19114384399999998,-1.005102673,55.04054795,0.076089278,-1.16499029,3.346027397,0.037027238999999997,-1.079730764,,,-1.079730764,2.7002739730000003,0.82
507,Banglore,Whole year,2011,Coriander,27.91126374,25.0,30.2,-0.613540624,-0.030985126,77.28653846,-0.541301606,-0.8064110640000001,23.61840659,-0.694524488,-0.48987139399999996,,,,5.719505495,0.4
508,Ahmedabad,Kharif,2009,Dry chillies,29.22745098,15.9,46.0,2.044899413,4.270032455,66.25163399,-0.933431655,-0.217584845,21.89281046,-1.93358494,3.09837663,,,3.09837663,4.390849673,1.0
509,Coimbatore,Kharif,1997,Tobacco,26.14407895,16.4,35.2,0.778157663,1.308051946,67.46052632,-0.510137882,0.274466272,19.52236842,-1.301235273,1.984297148,7.850657895,1.5440825880000002,1.7286567430000002,4.830263158,1.73
510,Ahmedabad,Kharif,2009,Sesamum,29.22745098,15.9,46.0,2.044899413,4.270032455,66.25163399,-0.933431655,-0.217584845,21.89281046,-1.93358494,3.09837663,,,3.09837663,4.390849673,0.276595745
511,Gulberga,Rabi,2002,Gram,24.76280992,11.8,33.7,-0.761315159,0.8341546440000001,50.29421488,1.062541148,0.008453293,13.07190083,0.304153234,-0.45511851700000006,0.8314049590000001,7.453497901,-0.45511851700000006,2.291735537,0.77
512,Dharwad,Kharif,2012,Bajra,26.39888889,20.7,42.6,0.136845221,-1.360877611,67.36555556,-0.306218516,-1.2371049859999999,19.48111111,-1.250844427,0.83773704,,,,5.298888889,1.07
513,Dharwad,Whole year,1999,Onion,26.39888889,20.7,42.6,0.136845221,-1.360877611,67.36555556,-0.306218516,-1.2371049859999999,19.48111111,-1.250844427,0.83773704,,,,5.298888889,3.95
514,Banglore,Whole year,2009,Sweet potato,27.68434066,25.9,30.0,0.447196625,-0.600659136,75.51346154,-0.577071192,-0.083896502,23.01318681,-0.368774173,-0.11986979199999999,2.4656,3.730785908,13.94776092,5.645879121,6.63
515,Gulberga,Rabi,2011,Sunflower,26.09837398,38.3,20.3,0.538094167,-0.230734857,74.50487805,-0.41741735700000004,-0.612204055,21.19430894,-0.720334958,0.060830445999999996,,,0.060830445999999996,6.360162602000001,0.55
516,Jalna,Summer,2002,Groundnut,29.94051724,14.9,42.8,0.112111799,-0.8251696470000001,45.34137931,0.5319638329999999,-1.195014855,14.675,-0.033646786,-1.520166521,1.625,5.89048309,38.13329503,3.922413793,1.0
517,Bhagalpur,Whole year,1998,Dry chillies,13.0739726,-7.8,34.8,-0.183946671,-1.111573628,58.90356164,-0.255371773,-1.010121834,4.140273973,0.385317519,-1.063338897,,,-1.063338897,2.713150685,0.93
518,Banswara,Rabi,2010,Peas & beans (pulses),25.51428571,13.6,36.8,-0.501688734,-0.897504431,32.74285714,2.108899175,5.752950393,7.486813187,0.8033127590000001,0.503070014,,,0.503070014,2.242857143,0.5
519,Jaipur,Kharif,2010,Bajra,27.07398374,16.4,41.5,1.9795902719999998,4.73013469,78.10487805,-1.8302904869999999,2.6064788930000002,22.6,-1.6815798709999998,2.169741651,,,2.169741651,2.7626016260000004,1.35
520,Hisar,Kharif,2012,Sesamum,,7.0,51.1,,,,,,,,,,,,,0.56
521,Coimbatore,Kharif,2000,Groundnut,25.42236842,17.4,35.6,0.5704388429999999,-0.131384399,70.93881579,-1.0011867509999999,1.305663756,19.63486842,-3.254989212,15.85942836,6.490131579,1.9470854180000001,3.4817911039999996,4.5197368419999995,1.36
522,Ahmedabad,Kharif,2002,Groundnut,29.33006536,16.5,40.0,0.513335156,-0.45786296600000004,59.80457516,-0.45367288200000006,-0.931078253,19.50915033,-1.1574426340000001,0.23947410100000002,3.120915033,4.85565811,0.23947410100000002,3.2941176469999998,1.384615385
523,Jalna,Rabi,1999,Jowar,25.62897033,11.2,43.2,0.6904702429999999,-0.20171479899999997,49.33507853,0.473290703,-1.138681485,12.53019197,0.174034235,-1.3716998880000002,2.371727749,5.063606858,29.55035182,2.953926702,0.84
524,Banswara,Rabi,1998,Gram,23.698901100000004,9.2,36.7,-0.010182883,0.289813186,37.34285714,2.157375371,4.084970298,7.473626374,0.8265475170000001,0.730986299,,,0.730986299,2.292307692,1.3
525,Jalna,Kharif,2006,Moong,25.71521739,19.8,33.9,0.09935127,-0.671189922,72.95652174,-0.039249453,-0.7956282159999999,20.49891304,0.11900842,0.20860419300000002,11.50978261,3.768109738,15.89410926,4.764130435,0.49
526,Banswara,Kharif,2010,Soyabean,27.53495935,15.7,41.3,1.015816028,0.917846552,70.78211382,-0.85847488,-0.08702291,21.31382114,-1.4015074730000001,2.419025191,,,2.419025191,3.444715447,0.96
527,Bhagalpur,Rabi,2006,Wheat,12.47753425,-5.4,32.3,-0.12352205,-1.240847885,59.34109589,-0.018252682,-1.061665399,3.98630137,0.311901262,-0.949101793,,,-0.949101793,2.663561644,1.67
528,Ahmedabad,Rabi,2009,Gram,24.50592105,11.9,40.8,0.00831995,-0.8115818290000001,48.94868421,-0.156759264,-0.45329186,12.45,-0.10522429800000001,-0.628325328,0.135526316,6.9215724210000005,-0.628325328,2.7901315789999996,0.568181818
529,Banswara,Kharif,2007,Ginger,27.97317073,17.4,40.5,1.45144378,2.548636964,67.96341463,-0.74974369,0.632175049,21.10813008,-1.545663513,3.0349513089999998,,,3.0349513089999998,3.708943089,0.0
530,Indore,Rabi,2004,Gram,23.80333333,12.4,33.8,-0.243657685,0.130144753,51.08833333,-1.505448816,0.333837496,11.965,0.206878349,-1.518335613,1.245,21.60036394,4.590168322,1.395,0.94
531,Ahmedabad,Rabi,1998,Wheat,25.07682119,12.6,36.9,-0.204042395,-0.8509261690000001,43.43509934,0.8054113509999999,-0.285289602,10.87483444,-0.310458766,-0.10180654199999999,0.331125828,5.373252951,-0.10180654199999999,2.176821192,1.516375546
532,Tonk,Kharif,2005,Arhar/tur,30.05284553,20.3,42.6,0.547629567,-0.24322410100000003,58.63577236,0.03634015,-1.298167637,20.13333333,-0.751303288,-0.09945298300000001,,,-0.09945298300000001,3.173170732,0.73
533,Tonk,Rabi,2005,Linseed,30.05284553,20.3,42.6,0.547629567,-0.24322410100000003,58.63577236,0.03634015,-1.298167637,20.13333333,-0.751303288,-0.09945298300000001,,,-0.09945298300000001,3.173170732,0.3
534,Banswara,Kharif,2000,Jowar,27.9097561,21.2,41.0,0.808955784,0.016010208999999997,65.8203252,-0.49904586799999995,-0.926846147,20.23821138,-0.9099754879999999,0.445397029,,,0.445397029,4.0560975610000005,0.2
535,Jalna,Kharif,2003,Niger seed,24.22173913,17.0,29.9,0.06031932,-0.178136,85.49891304,-1.9284399209999998,4.796943531,21.62717391,-1.3897688869999998,2.260434144,6.247826087000001,4.602014124,27.89600585,3.513043478,0.17
536,Jalna,Whole year,2009,Sugarcane,26.450958899999996,12.6,47.5,0.636681061,-0.505297257,54.0060274,-0.20309246,-1.3856259119999998,14.60520548,-0.503313605,-1.057977672,2.715537849,4.315555087,19.25229259,4.090684932,93.06
537,Jaipur,Rabi,2010,Wheat,27.07398374,16.4,41.5,1.9795902719999998,4.73013469,78.10487805,-1.8302904869999999,2.6064788930000002,22.6,-1.6815798709999998,2.169741651,,,2.169741651,2.7626016260000004,3.72
538,Banglore,Kharif,1998,Niger seed,25.29259259,15.4,34.1,1.064961016,1.464210534,79.21388889,-1.412638579,2.076645906,21.353703699999997,-1.4195536430000002,3.4857617839999997,9.515740741,2.662755151,7.617467697,3.336111111,0.25
539,Banswara,Kharif,2007,Rice,27.97317073,17.4,40.5,1.45144378,2.548636964,67.96341463,-0.74974369,0.632175049,21.10813008,-1.545663513,3.0349513089999998,,,3.0349513089999998,3.708943089,1.3
540,Hisar,Kharif,2009,Rice,31.50387097,11.0,49.3,0.473135484,-0.64255982,47.78580645,0.016270935,-1.3213493840000001,17.15870968,-1.067089493,0.18996661899999998,,,0.18996661899999998,2.896774194,2.17
541,Coimbatore,Kharif,2002,Moong,25.39210526,18.4,34.7,0.6835926059999999,0.134898243,73.71447368,-0.915266855,0.26424256,20.25986842,-1.613848505,3.1778695439999995,6.218421052999999,1.9868849780000002,3.363653713,4.234868421,0.16
542,Ahmedabad,Kharif,1998,Arhar/tur,28.75751634,15.4,43.2,1.268928698,1.9095280819999998,70.44052288,-1.129249926,0.316944868,22.31830065,-2.4633715069999997,7.2303751620000005,5.920915032999999,3.038831362,7.2303751620000005,3.02875817,0.939393939
543,Tonk,Kharif,2005,Bajra,30.05284553,20.3,42.6,0.547629567,-0.24322410100000003,58.63577236,0.03634015,-1.298167637,20.13333333,-0.751303288,-0.09945298300000001,,,-0.09945298300000001,3.173170732,1.01
544,Banglore,Whole year,2004,Black pepper,27.33516484,23.7,30.8,-0.062217418,0.03092742,72.38104396,-0.869467636,0.09642334699999999,21.927197800000002,-0.978575137,0.25809838399999996,2.878571429,4.732548784,25.21943008,5.864835165,2.42
545,Gulberga,Summer,2008,Onion,29.81721311,14.3,47.3,-0.095126689,-0.9076800770000001,43.17868852,0.41722743,-0.735391275,15.08606557,-0.631111118,-0.380964629,0.739344262,6.3828841679999995,-0.380964629,4.0737704919999995,5.45
546,Ahmedabad,Kharif,2010,Groundnut,29.3,15.0,45.7,1.893076445,4.226786553999999,72.30522876,-0.7258764409999999,-0.23603263600000002,23.63921569,-1.383345389,1.454203648,,,1.454203648,4.058169935,1.0
547,Banswara,Whole year,2009,Garlic,27.14547945,10.4,44.1,0.058127705999999994,-0.060780874000000006,47.03616438,0.5705098710000001,-0.7404995120000001,13.55232877,0.118332145,-1.275341062,,,-1.275341062,3.052054795,0.67
548,Banswara,Whole year,2009,Sannhamp,27.14547945,10.4,44.1,0.058127705999999994,-0.060780874000000006,47.03616438,0.5705098710000001,-0.7404995120000001,13.55232877,0.118332145,-1.275341062,,,-1.275341062,3.052054795,0.08
549,Banswara,Kharif,1997,Onion,27.05772358,13.4,40.7,1.862777313,3.556592442,77.23333333,-1.7418726119999999,2.326070509,22.32276423,-2.16232092,5.416920067,,,5.416920067,3.1121951219999997,1.0
550,Indore,Whole year,2007,Sugarcane,26.04203297,8.2,43.5,-0.024875481,-0.292127028,49.42087912,-1.3003602909999998,0.493824375,13.13104396,0.027064611000000002,-1.316497732,2.143956044,77.10925203,7.377355379,2.607967033,30.59
551,Banglore,Kharif,2009,Arhar/tur,25.0,19.2,36.4,0.839397707,1.764754121,78.98055556,-0.526079424,0.96506659,21.10555556,-0.079606153,0.9305915359999999,9.117391304,1.884148909,2.532651689,5.512037037000001,0.82
552,Dharwad,Rabi,2006,Safflower,24.04,19.3,30.9,0.7434788090000001,0.987722827,79.41333333,-1.139790025,1.4824616819999998,20.23888889,-1.366931109,2.893838984,7.622222222,3.576975108,2.051294268,3.996666667,1.15
553,Banswara,Whole year,2011,Sannhamp,26.08438356,10.9,40.2,-0.19334735100000003,-0.24264677399999998,54.78356164,-0.054892332,-1.419338917,14.78246575,-0.360213635,-0.9905421440000001,,,-0.9905421440000001,2.9156164380000003,0.14
554,Bhagalpur,Rabi,2010,Barley,13.07013699,-7.8,32.5,-0.319810429,-1.244013187,52.69917808,0.089600294,-1.145533533,2.573424658,0.134897093,-0.9288966359999999,,,-0.9288966359999999,2.5964383559999997,1.6
555,Rewari,Kharif,2008,Bajra,27.76710526,16.4,43.5,0.221217492,1.257768862,72.65328947,-0.9169628190000001,0.2291485,22.14736842,-1.356248123,1.4621333440000002,4.273026316,2.910288185,9.384527027999999,2.8625,1.9346070830000002
556,Jalna,Kharif,2005,Groundnut,25.56195652,20.2,33.7,0.22542558699999998,-0.736843831,74.53043478,-0.35165314700000005,-0.9447043340000001,20.63152174,-0.31204766899999997,-0.44190358399999996,11.06195652,2.02864921,3.839041413,4.460869565,0.75
557,Gulberga,Summer,2010,Rice,31.9852459,15.0,48.5,-0.647944129,-0.39946195,34.74098361,0.125424844,-0.8979849790000001,13.57295082,-0.386528549,-0.628935479,,,-0.628935479,4.037704918,3.23
558,Gulberga,Rabi,2006,Rice,23.81900826,13.3,33.4,0.139891445,-0.625167679,58.81157025,0.199228343,-0.5404039,14.7338843,-1.166599067,1.174443016,0.867768595,7.270779738,1.174443016,2.52231405,1.31
559,Banglore,Kharif,1999,Ragi,23.89444444,18.0,32.0,0.5678439270000001,0.936530898,83.36111111,-1.24409399,1.15567404,20.88611111,-0.468554067,0.063631197,7.553703704,2.306255394,5.265535498,3.6685185189999996,2.06
560,Banglore,Whole year,2004,Dry chillies,27.33516484,23.7,30.8,-0.062217418,0.03092742,72.38104396,-0.869467636,0.09642334699999999,21.927197800000002,-0.978575137,0.25809838399999996,2.878571429,4.732548784,25.21943008,5.864835165,0.66
561,Indore,Whole year,2003,Onion,25.36648352,8.2,44.2,0.015531092,-0.002967603,54.30659341,-1.395053057,0.125178118,13.70302198,-0.038929648,-1.1338106190000001,2.301648352,34.85531226,5.328131521,2.7107142860000004,12.79
562,Banglore,Rabi,2001,Maize,26.56265271,9.8,42.8,0.451374073,-0.063311933,46.01116928,0.719164895,-0.8310642420000001,12.55863874,0.172686635,-1.194958964,1.6598603840000001,5.626261966,37.26182762,2.837521815,2.46
563,Ahmedabad,Rabi,2006,Other rabi pulses,26.05364238,13.0,37.7,-0.21715598600000002,-0.917855043,32.39801325,2.185313301,6.838050141,7.772847682,0.9848189829999999,0.6997057320000001,0.035099338,6.265391427000001,0.6997057320000001,2.009933775,1.0
564,Bhagalpur,Kharif,2005,Castor seed,20.57398374,6.3,33.2,-0.048621277000000004,0.25225258,66.14878049,-1.0736929259999999,-0.231787021,12.99918699,-1.303918401,1.278625841,,,1.278625841,2.386178862,1.0
565,Tonk,Kharif,2010,Sesamum,27.07398374,16.4,41.5,1.9795902719999998,4.73013469,78.10487805,-1.8302904869999999,2.6064788930000002,22.6,-1.6815798709999998,2.169741651,,,2.169741651,2.7626016260000004,0.22
566,Indore,Whole year,2011,Onion,25.93241758,5.7,47.7,-0.053799447,-0.139087489,54.01978022,-1.23569892,-0.021229996,14.05851648,-0.063952668,-1.495487244,,,,3.623901099,15.96
567,Ahmedabad,Kharif,1998,Moong,28.75751634,15.4,43.2,1.268928698,1.9095280819999998,70.44052288,-1.129249926,0.316944868,22.31830065,-2.4633715069999997,7.2303751620000005,5.920915032999999,3.038831362,7.2303751620000005,3.02875817,0.541666667
568,Banswara,Kharif,2002,Maize,27.23577236,16.9,42.2,1.850031901,3.4467393339999997,76.07560976,-1.551346425,2.077294057,22.23333333,-2.834363478,10.71568311,,,10.71568311,3.36097561,1.36
569,Coimbatore,Whole year,2000,Coriander,25.25521978,13.9,37.5,0.45284179999999996,0.537266871,66.56208791,-0.509996214,-0.739357438,18.27802198,-1.217234006,0.90639042,3.926923077,2.66099327,7.294974647,3.6107142860000003,0.18
570,Banswara,Whole year,2000,Onion,27.43369863,12.1,41.4,-0.059537423,-0.326526688,43.84794521,0.706392233,-0.83752448,12.22657534,0.006718355,-1.122533453,,,-1.122533453,3.4252054789999997,0.93
571,Coimbatore,Whole year,2008,Jowar,23.53571429,14.1,33.0,-0.402703902,0.7583376629999999,80.86126374,-0.35062335299999997,-0.033748776,20.06263736,-1.1041964659999999,0.721946761,4.682417582,2.685612948,8.02488601,2.910164835,0.53
572,Banswara,Kharif,2002,Moong,27.23577236,16.9,42.2,1.850031901,3.4467393339999997,76.07560976,-1.551346425,2.077294057,22.23333333,-2.834363478,10.71568311,,,10.71568311,3.36097561,0.07
573,Gulberga,Summer,2010,Sunflower,31.9852459,15.0,48.5,-0.647944129,-0.39946195,34.74098361,0.125424844,-0.8979849790000001,13.57295082,-0.386528549,-0.628935479,,,-0.628935479,4.037704918,0.57
